row ID,row m/z,row retention time,Pooled_Urine_5_posneg_b.mzXML Peak area,Urine_05_Top10_POS.mzXML Peak area,Urine_05_Top10_posneg.mzXML Peak area,Urine_101_Top10_posneg.mzXML Peak area,Urine_14_Top10_posneg.mzXML Peak area,Urine_19_Top10_POS.mzXML Peak area,Urine_19_Top10_posneg.mzXML Peak area,Urine_20_Top10_POS.mzXML Peak area,Urine_20_Top10_posneg.mzXML Peak area,Urine_22_Top10_posneg.mzXML Peak area,Urine_23_Top10_posneg.mzXML Peak area,Urine_25_Top10_posneg.mzXML Peak area,Urine_37_Top10_POS.mzXML Peak area,Urine_37_Top10_posneg.mzXML Peak area,Urine_44_Top10_POS.mzXML Peak area,Urine_44_Top10_posneg.mzXML Peak area,Urine_60_Top10_posneg.mzXML Peak area,Urine_61_Top10_POS.mzXML Peak area,Urine_61_Top10_posneg.mzXML Peak area,Urine_64_Top10_POS.mzXML Peak area,Urine_64_Top10_posneg.mzXML Peak area,Urine_66_Top10_posneg.mzXML Peak area,Urine_67_Top10_posneg.mzXML Peak area,Urine_73_Top10_POS.mzXML Peak area,Urine_73_Top10_posneg.mzXML Peak area,Urine_74_Top10_POS.mzXML Peak area,Urine_74_Top10_posneg.mzXML Peak area,Urine_76_Top10_posneg.mzXML Peak area,Urine_84_Top10_posneg.mzXML Peak area,Urine_86_Top10_posneg.mzXML Peak area,Urine_87_Top10_POS.mzXML Peak area,Urine_87_Top10_posneg.mzXML Peak area,Urine_88_Top10_posneg.mzXML Peak area,Urine_90_Top10_POS.mzXML Peak area,Urine_90_Top10_posneg.mzXML Peak area,Urine_91_Top10_POS.mzXML Peak area,Urine_91_Top10_posneg.mzXML Peak area,Urine_95_Top10_posneg.mzXML Peak area,Urine_96_Top10_posneg.mzXML Peak area,
6429,87.09980773925781,19.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.387814664789847E7,0,0,0,0,0,0,0,0,0,0,0,0,
6430,93.0572280883789,15.862966666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.131760276192812E8,0,0,0,0,0,0,0,0,0,0,0,0,
6431,96.04434967041016,5.39135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8804324519115078E9,0,0,0,0,0,0,0,0,0,0,0,0,
6432,97.99130249023438,18.0745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.058274721033045E8,0,0,0,0,0,0,0,0,0,0,0,0,
6433,120.08074951171875,16.9295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.720427103771562E8,0,0,0,0,0,0,0,0,0,0,0,0,
6434,123.04029846191406,13.828683333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.012636617169765E8,0,0,0,0,0,0,0,0,0,0,0,0,
6435,123.09979248046875,14.5875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.433223185852107E8,0,0,0,0,0,0,0,0,0,0,0,0,
6436,124.0585708618164,17.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.482025390519538E7,0,0,0,0,0,0,0,0,0,0,0,0,
6437,125.0380630493164,11.711633333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.432349293769141E7,0,0,0,0,0,0,0,0,0,0,0,0,
6438,126.09123229980469,5.980183333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0764853674513286E8,0,0,0,0,0,0,0,0,0,0,0,0,
6439,126.10249328613281,15.662891666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7764739074023056E8,3.086348598952109E8,0,0,0,0,0,0,0,0,0,0,0,
6440,129.10208129882812,7.277533333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6948202390542963E8,0,0,0,0,0,0,0,0,0,0,0,0,
6441,134.0963592529297,16.776500000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35331022272031E7,0,0,0,0,0,0,0,0,0,0,0,0,
6442,137.0589141845703,6.368983333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.637834170917185E7,0,0,0,0,0,0,0,0,0,0,0,0,
6443,137.07086181640625,18.311833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1846225213112015E10,5.3737339319865055E9,0,0,0,0,0,0,0,0,0,0,0,
6444,137.99191284179688,5.520716666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.261104392625392E8,0,0,0,0,0,0,0,0,0,0,0,0,
6445,138.07410430908203,18.311833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2199722965822043E9,3.8516423079773414E8,0,0,0,0,0,0,0,0,0,0,0,
6446,140.00527954101562,7.8537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.383931045745001E8,0,0,0,0,0,0,0,0,0,0,0,0,
6447,142.03854370117188,9.632666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2328513385827728E8,0,0,0,0,0,0,0,0,0,0,0,0,
6448,145.13351440429688,14.3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.520604966899773E8,0,0,0,0,0,0,0,0,0,0,0,0,
6449,157.0289764404297,18.803333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.501990025717187E7,0,0,0,0,0,0,0,0,0,0,0,0,
6450,164.1262664794922,5.715183333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.404027390735469E8,0,0,0,0,0,0,0,0,0,0,0,0,
6451,164.1434783935547,12.501466666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.066167545750781E7,0,0,0,0,0,0,0,0,0,0,0,0,
6452,167.08151245117188,6.891516666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.513978833770549E8,0,0,0,0,0,0,0,0,0,0,0,0,
6453,169.09706115722656,6.5632166666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.992860711455897E8,0,0,0,0,0,0,0,0,0,0,0,0,
6454,169.16983032226562,12.280116666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8874367995742187E7,0,0,0,0,0,0,0,0,0,0,0,0,
6455,171.0650177001953,5.455566666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4555610008279687E8,0,0,0,0,0,0,0,0,0,0,0,0,
6456,173.12857055664062,7.660349999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1096629148869145E8,0,0,0,0,0,0,0,0,0,0,0,0,
6457,173.13955688476562,18.0745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1899900224453114E7,0,0,0,0,0,0,0,0,0,0,0,0,
6458,179.09112548828125,4.7998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.647384612010941E7,0,0,0,0,0,0,0,0,0,0,0,0,
6459,181.0968780517578,4.929666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.738637548114727E8,0,0,0,0,0,0,0,0,0,0,0,0,
6460,182.1172637939453,7.533316666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.100818705033478E8,0,0,0,0,0,0,0,0,0,0,0,0,
6461,186.94400024414062,21.18125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37831212442578E7,0,1.2280426091210946E7,0,0,0,0,0,0,0,0,0,0,
6462,188.0106964111328,22.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3162657466406249E7,0,0,0,0,0,0,0,0,0,0,0,0,
6463,188.1756591796875,13.35535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.971015203963908E8,0,0,0,0,0,0,0,0,0,0,0,0,
6464,197.1282501220703,5.584316666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.150004572345859E8,0,0,0,0,0,0,0,0,0,0,0,0,
6465,199.1438446044922,8.112466666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0980366862115625E8,0,0,0,0,0,0,0,0,0,0,0,0,
6466,200.2045440673828,6.4988166666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82775529171078E8,0,0,0,0,0,0,0,0,0,0,0,0,
6467,201.12326049804688,6.1728499999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.785491797195156E8,0,0,0,0,0,0,0,0,0,0,0,0,
6468,211.1078643798828,10.416283333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1255320235588436E9,0,0,0,0,0,0,0,0,0,0,0,0,
6469,214.12379455566406,6.828183333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.161269908638126E8,0,0,0,0,0,0,0,0,0,0,0,0,
6470,218.18636322021484,8.602516666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.387758166071483E8,0,0,0,0,0,0,7.18295445160461E8,0,0,0,0,0,
6471,218.86575317382812,22.328666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.719807438400625E8,0,0,0,0,0,0,0,0,0,0,0,0,
6472,221.09194946289062,6.828183333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6654493658467194E8,0,0,0,0,0,0,0,0,0,0,0,0,
6473,224.18572998046875,14.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42150048829472E9,0,0,0,0,0,0,0,0,0,0,0,0,
6474,226.15492248535156,13.898866666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7264884624253905E8,0,0,0,0,0,0,0,0,0,0,0,0,
6475,228.10635375976562,7.724716666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.832995205625938E8,0,0,0,0,0,0,0,0,0,0,0,0,
6476,232.11801147460938,5.651866666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.159628335151561E7,0,0,0,0,0,0,0,0,0,0,0,0,
6477,240.1228485107422,13.898866666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.297081368959843E8,0,0,0,0,0,0,0,0,0,0,0,0,
6478,241.11830139160156,4.7998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9893324887851566E8,0,0,0,0,0,0,0,0,0,0,0,0,
6479,249.12326049804688,4.5312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4868668117457816E8,0,0,0,0,0,0,0,0,0,0,0,0,
6480,256.1006774902344,17.039833333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.297280843975E8,0,0,0,0,0,0,0,0,0,0,0,0,
6481,260.849609375,9.8926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288678232199454E8,0,0,0,0,0,0,0,0,0,0,0,0,
6482,261.1242980957031,5.651866666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1083877774857804E8,0,0,0,0,0,0,0,0,0,0,0,0,
6483,272.1238098144531,4.929666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.371209686025157E8,0,0,0,0,0,0,0,0,0,0,0,0,
6484,277.1474609375,8.574549999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9991480855008197E8,0,0,0,0,0,0,0,0,0,0,0,0,
6485,307.1222229003906,11.781483333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.161912178748125E8,0,0,0,0,0,0,0,0,0,0,0,0,
6486,325.1394958496094,13.498583333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0684589209292185E8,0,0,0,0,0,0,0,0,0,0,0,0,
6487,332.2795715332031,17.471166666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74320730475164E8,0,0,0,0,0,0,0,0,0,0,0,0,
6488,364.1739501953125,19.011333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0109792239140632E7,0,0,0,0,0,0,0,0,0,0,0,0,
6489,365.1944580078125,4.028666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8497950431765605E7,0,0,0,0,0,0,0,0,0,0,0,0,
6490,391.28368123372394,7.512211111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.475867609098985E8,0,0,0,0,0,5.77226099646484E8,4.8965814609931916E8,0,0,0,0,0,
6491,416.74139404296875,21.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06918979617578E7,0,0,0,0,0,0,0,0,0,0,0,0,
6492,419.1931457519531,6.630366666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.348352233437501E7,0,0,0,0,0,0,0,0,0,0,0,0,
6493,452.69830322265625,21.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8427360866328124E7,0,0,0,0,0,0,0,0,0,0,0,0,
6494,478.74200439453125,21.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08961989538281E7,0,0,0,0,0,0,0,0,0,0,0,0,
6495,514.6998901367188,21.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.599148878976562E7,0,0,0,0,0,0,0,0,0,0,0,0,
6496,576.6997680664062,21.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.088632121570312E7,0,0,0,0,0,0,0,0,0,0,0,0,
6497,638.7001037597656,21.85775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0233030012031235E7,0,0,0,0,0,0,0,0,0,4.194467965390626E7,0,0,
6498,72.08076477050781,18.276166666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.842248917608946E8,0,0,0,0,0,0,0,0,0,0,0,
6499,74.07129669189453,12.434516666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.431440531758751E8,0,0,0,0,0,0,0,0,0,0,0,
6500,84.0556411743164,16.192883333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27145733558164E7,0,0,0,0,0,0,0,0,0,0,0,
6501,85.05060577392578,5.358116666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.666945821026797E8,0,0,0,0,0,0,0,0,0,0,0,
6502,86.09635925292969,19.414166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7562990473363674E8,0,0,0,0,0,0,0,0,0,0,0,
6503,94.06509399414062,15.726183333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0739690562992156E7,0,0,0,0,0,0,0,0,0,0,0,
6504,97.99131774902344,18.482000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.238703641380231E8,0,0,0,0,0,0,0,0,0,0,0,
6505,100.07554626464844,6.840366666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.393408617632738E8,0,0,0,0,0,0,0,0,0,0,0,
6506,104.10690307617188,14.334033333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.903490804752194E9,0,0,0,0,0,0,0,0,0,0,0,
6507,105.11026000976562,14.334033333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0150811638430095E8,0,0,0,0,0,0,0,0,0,0,0,
6508,110.05996704101562,6.575616666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3763329723184365E8,0,0,0,0,0,0,0,0,0,0,0,
6509,112.08686065673828,9.891083333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2244316258493368E8,0,0,0,0,0,0,0,0,0,0,0,
6510,113.0708999633789,22.862833333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9378677185332E7,0,0,0,0,0,0,0,0,0,0,0,
6511,115.12281036376953,9.019866666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.726018360572344E8,0,0,0,0,0,0,0,0,0,0,0,
6512,116.10694885253906,12.780333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.976069772964162E9,0,0,0,0,0,0,0,0,0,0,0,
6513,117.11024475097656,12.780333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4169153708581632E8,0,0,0,0,0,0,0,0,0,0,0,
6514,126.05500793457031,14.782666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7662420429443747E8,0,0,0,0,0,0,0,0,0,0,0,
6515,126.07745361328125,12.00545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49674384371625E8,0,0,0,0,0,0,0,0,0,0,0,
6516,126.09138107299805,13.419366666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2013416120507807E7,0,0,0,0,0,0,0,1.0839769929510939E8,0,0,0,
6517,127.05001068115234,9.019866666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.995117936468743E7,0,0,0,0,0,0,0,0,0,0,0,
6518,127.1058349609375,15.600566666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7448314.773273423,0,0,0,0,0,0,0,0,0,0,0,
6519,130.1500701904297,6.777216666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.083910925714649E8,0,0,0,0,0,0,0,0,0,0,0,
6520,135.091552734375,15.7839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.800108756488282E7,0,0,0,0,0,0,0,0,0,0,0,
6521,140.01305389404297,12.557058333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5001788161664838E8,0,0,0,0,0,0,0,1.826781973245428E8,0,0,0,
6522,141.10227966308594,9.958616666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3336562468219925E8,0,0,0,0,0,0,0,0,0,0,0,
6523,142.12265014648438,14.782666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.269538605595703E7,0,0,0,0,0,0,0,0,0,0,0,
6524,145.1334228515625,14.003983333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.757836148551486E8,0,0,0,0,0,0,0,0,0,0,0,
6525,149.02325439453125,22.352666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.971879069349612E7,0,0,0,0,0,0,0,0,0,0,0,
6526,151.09645080566406,12.00545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2005245563525003E8,0,0,0,0,0,0,0,0,0,0,0,
6527,152.07046508789062,14.003983333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.238315343805157E8,0,0,0,0,0,0,0,0,0,0,0,
6528,157.02842712402344,18.601999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2866200734755462E8,0,0,0,0,0,0,0,0,0,0,0,
6529,159.01876831054688,9.151633333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7074934099921477E8,0,0,0,0,0,0,0,0,0,0,0,
6530,159.14915466308594,13.326416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0983098420280397E9,0,0,0,0,0,0,0,0,0,0,0,
6531,171.14889526367188,6.082783333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.459511004773442E8,0,0,0,0,0,0,0,0,0,0,0,
6532,172.08290100097656,11.951025000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.009660670424843E8,3.417250997488982E8,0,0,0,0,0,0,0,0,0,0,
6533,173.13961791992188,17.518166666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.968454574074216E7,0,0,0,0,0,0,0,0,0,0,0,
6534,173.1648712158203,12.639383333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1941323669039067E7,0,0,0,0,0,0,0,0,0,0,0,
6535,180.13832092285156,13.724366666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3328405861249994E7,0,0,0,0,0,0,0,0,0,0,0,
6536,193.1434326171875,23.090333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3307225563164063E8,0,0,0,0,0,0,0,0,0,0,0,
6537,199.1693115234375,22.715333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1442054831827812E9,0,0,0,0,0,0,0,0,0,0,0,
6538,200.1725311279297,15.2177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.911001826682423E7,0,0,0,0,0,0,0,0,0,0,0,
6539,207.15875244140625,9.36085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2720933565115023E9,0,0,0,0,0,0,0,0,0,0,0,
6540,208.1624298095703,22.64016666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.584520838434063E8,0,0,0,0,0,0,0,0,0,0,0,
6541,224.18479919433594,8.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.162624892981811E9,0,0,0,0,0,0,0,0,0,0,0,
6542,225.1893768310547,11.302283333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311224511583789E8,0,0,0,0,0,0,0,0,0,0,0,
6543,230.12486267089844,11.996141666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.111290692047966E8,0,0,0,0,0,7.643020341124614E7,0,0,0,0,0,
6544,231.1290740966797,11.932350000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19558104789121E8,0,0,0,0,0,0,0,0,0,0,0,
6545,252.21678161621094,17.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3598623.656054681,0,0,0,0,0,0,0,0,0,0,0,
6546,254.16085815429688,17.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4681180078843743E8,0,0,0,0,0,0,0,0,0,0,0,
6547,262.05035400390625,10.293000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0838970213448435E8,0,0,0,0,0,0,0,0,0,0,0,
6548,267.1699523925781,10.698708333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6501543841982182E10,0,0,0,1.1295731341362804E10,0,0,0,0,0,0,0,
6549,268.17344665527344,10.698708333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.381538831603202E9,0,0,0,1.4387096428271651E9,0,0,0,0,0,0,0,
6550,270.1558532714844,18.562166666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2327359870273432E7,0,0,0,0,0,0,0,0,0,0,0,
6551,282.1922912597656,12.853366666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8757889447132796E7,0,0,0,0,0,0,0,0,0,0,0,
